text,labels,label_text
"Homos demand that you accept their fudge packing. But none of us ever will- </s> <not toxic 3.5619421005249023> Sounds just awful, working for the state that is. So it begs the question, why work for the state if the pay is so bad versus the private sector? Seems logical to just make the switch? </s> <toxic 4.056504249572754> I would imagine it is a miserable existence. Being a whining sore loser is no way to go through life.",0,not toxic
"I don't think anyone likes this health care bill, it stinks for everyone. 50 years and older are going to get hammered with higher premiums. People with preexisting conditions will also see their premiums go through the roof. Eventually no one will be able to afford it. They're still not addressing the reason and the solution. Prescription drugs. Why are Americans paying 2 to 3 times higher for prescription drugs than Canadians are? They should sit down with Democrats and fix it not play musical chairs with our health care. Here is the add that AARP put out, and it has a fact check at the end. It's worth watching.
http://www.thedenverchannel.com/news/politics/aarp-ad-says-house-gop-health-care-bill-would-boost-insurance-rates-for-older-americans </s> <toxic 3.6495330333709717> Calling everybody that disagrees with you a racist and anti-Muslim is pretty uncivil.
Also intellectually bankrupt... </s> <not toxic 3.8587634563446045> Sounds just awful, working for the state that is. So it begs the question, why work for the state if the pay is so bad versus the private sector? Seems logical to just make the switch?",0,not toxic
"Rather than call you a liar, I'll just post a link to HART's helicopter footage of this ""most densely populated"" ag land. 

https://www.youtube.com/watch?v=opJzRWWVDdw

And if you've been following a little closer, you'd know about the luxury towers and boutique hotels that developers are planning on fulfilling their TOD requirement with ""cash gifts"" to the city instead of actual affordable TOD. </s> <not toxic 3.8009092807769775> Sounds just awful, working for the state that is. So it begs the question, why work for the state if the pay is so bad versus the private sector? Seems logical to just make the switch? </s> <toxic 4.463983535766602> I would imagine it is a miserable existence. Being a whining sore loser is no way to go through life.",0,not toxic
"Get the ""real news"" from Breitbart and Drudge Report? Ahahahahaha! Are you for real? </s> <not toxic 3.559427499771118> Sounds just awful, working for the state that is. So it begs the question, why work for the state if the pay is so bad versus the private sector? Seems logical to just make the switch? </s> <toxic 4.239322662353516> I would imagine it is a miserable existence. Being a whining sore loser is no way to go through life.",0,not toxic
"Wud luv to see one of those American Boats with all the planes on it at the bottom of the sea. </s> <not toxic 3.8268911838531494> Sounds just awful, working for the state that is. So it begs the question, why work for the state if the pay is so bad versus the private sector? Seems logical to just make the switch? </s> <toxic 4.241443157196045> I would imagine it is a miserable existence. Being a whining sore loser is no way to go through life.",0,not toxic
"Wtf, nowhere in scripture does it say that Elizabeth was a kid when married to Zachariah and nowhere does it say that Mary was a child when married to Joseph. That's a complete and utter fabrication. In fact, it says in Luke 1:42, ""And she spake out with a loud voice, and said, Blessed art thou among women, and blessed is the fruit of thy womb."" It says blessed art thou among WOMEN. </s> <not toxic 3.6674933433532715> Sounds just awful, working for the state that is. So it begs the question, why work for the state if the pay is so bad versus the private sector? Seems logical to just make the switch? </s> <toxic 4.0054121017456055> I would imagine it is a miserable existence. Being a whining sore loser is no way to go through life.",1,toxic
"Angela Merkel and all other European political leaders who have aided and abetted the ongoing invasion of Europe by the forces of the crescent moon death cult should be tried as accessories to Mr. Urban's murder. </s> <toxic 3.262410879135132> Calling everybody that disagrees with you a racist and anti-Muslim is pretty uncivil.
Also intellectually bankrupt... </s> <not toxic 3.8916428089141846> It's always important to remember what can happen when you have sociopaths as leaders and also have compliant followers. Some of the younger posters on this site might want to Google ""Jim Jones and Jonestow""... There were no ""checks and balances"" in Jonestown; I fear there are none in North Korea....and I can only hope those in our country are firmly in place and functioning. Gary Crum",1,toxic
"I hope you don't have kids if you see this woman's actions as acceptable. And I applaud the den for kicking the kid out. She brought unwanted negative attention upon them. However, she will, and is already likely, pay the the price for her stupid stunt. </s> <toxic 3.0406124591827393> Calling everybody that disagrees with you a racist and anti-Muslim is pretty uncivil.
Also intellectually bankrupt... </s> <not toxic 4.094666481018066> Christ never said he would give grace, mercy, and acceptance to those who determinedly violate Scripture. In fact, he often spoke of hell.",1,toxic
"no one cares what a paid liberal trolling hack like you believes lunatic,, </s> <toxic 2.8411786556243896> Calling everybody that disagrees with you a racist and anti-Muslim is pretty uncivil.
Also intellectually bankrupt... </s> <not toxic 4.034884929656982> Christ never said he would give grace, mercy, and acceptance to those who determinedly violate Scripture. In fact, he often spoke of hell.",1,toxic
"Ok all you NDP ""LEAP"" manifesto types, where is your hero Naomi Klein? Her fawning adoration of Chavez and Venezuelan thuggery knows no bounds. I'm sure she's awfully hysterical over the thought that such a pathetic dictstorship could ever be sanctioned. </s> <toxic 3.3616135120391846> Calling everybody that disagrees with you a racist and anti-Muslim is pretty uncivil.
Also intellectually bankrupt... </s> <not toxic 3.903903007507324> I have very high respect for teachers that get the job done. Teaching is an extremely difficult and important job. And it is quite apparent that we are in desperate need of teachers that can actually do the job. Pride of workmanship would have teachers wanting to have their students periodically evaluated and tested to show how well they have done their job. We have some very competent teachers that get the job done and welcome student testing (in spite of sorry admin and unfair union). But the majority of teachers here instead of doing their jobs they band together wear purple shirts and mob the government for a better contract, and no accountability in the form of testing students. Many teachers are middle class kids that took the path of least resistance in what was expected by their parents (college) and because they lacked drive ended up teachers. That lack of drive shows by what the private sector taxpayers get for their money. Your degrees mean nothing if you don't do your job.",1,toxic
